Tipo,Descripcion,Habitaciones,Banos,Area,Barrio,UPZ,Valor,Moneda,Precio,Precio_Millon,Valor_m2_Millon,Valor_m2_Barrio
Apartamento,Apartamento en venta en Chapinero,3,2,120,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 900.000.000,$,900000000,900.0,7.5,4.58018576602501
Apartamento,Apartamento en venta en Cedritos,3,3,99,Cedritos,Usaquén,$ 490.000.000,$,490000000,490.0,4.94949494949495,5.027419586695463
Casa,Casa en venta en Suba,3,2,92,Suba,Suba,$ 380.000.000,$,380000000,380.0,4.130434782608695,4.323720522957072
Apartamento,Apartamento en venta en La Candelaria,3,3,90,La Candelaria,La Candelaria,$ 660.000.000,$,660000000,660.0,7.333333333333333,8.889242669544883
Casa,Casa en venta en Nueva Autopista,3,3,185,Nueva Autopista,Los Cedros,$ 850.000.000,$,850000000,850.0,4.594594594594595,5.078665442301806
Casa,Casa en venta en Casablanca,3,5,223,Casablanca,Casa Blanca Suba,$ 1.550.000.000,$,1550000000,1550.0,6.95067264573991,6.245421245421245
Apartamento,Apartamento en venta en Fontibón,3,2,83,Fontibón,Fontibón,$ 390.000.000,$,390000000,390.0,4.698795180722891,3.723021313477524
Apartamento,Apartamento en venta en Tintala,3,2,51,Tintala,Tintala,$ 230.000.000,$,230000000,230.0,4.509803921568627,3.7991992442958873
Apartamento,Apartamento en venta en Cedritos,4,3,114,Cedritos,Usaquén,$ 620.000.000,$,620000000,620.0,5.43859649122807,5.027419586695463
Apartamento,Apartamento en venta en Las Nieves,1,2,49,Las Nieves,SANTA FE: Las Nieves + Sagrado Corazón,$ 180.000.000,$,180000000,180.0,3.673469387755102,5.050710981668665
Casa,Casa en venta en Suba,3,3,150,Suba,Suba,$ 900.000.000,$,900000000,900.0,6.0,4.323720522957072
Apartamento,Apartamento en venta en Santa Fe,3,3,90,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 660.000.000,$,660000000,660.0,7.333333333333333,5.754799433180728
Apartamento,Apartamento en venta en Suba,3,2,82,Suba,Suba,$ 455.000.000,$,455000000,455.0,5.548780487804878,4.323720522957072
Apartamento,Apartamento en venta en Teusaquillo,1,2,50,Teusaquillo,Teusaquillo,$ 450.000.000,$,450000000,450.0,9.0,3.975204301767717
Apartamento,Apartamento en venta en Nueva Autopista,3,3,123,Nueva Autopista,Los Cedros,$ 700.000.000,$,700000000,700.0,5.691056910569106,5.078665442301806
Casa,Casa en venta en Suba,5,5,500,Suba,Suba,$ 2.300.000.000,$,2300000000,2300.0,4.6,4.323720522957072
Apartamento,Apartamento en venta en Suba,3,2,83,Suba,Suba,$ 280.000.000,$,280000000,280.0,3.3734939759036147,4.323720522957072
Casa,Casa en venta en Suba,3,3,150,Suba,Suba,$ 930.000.000,$,930000000,930.0,6.2,4.323720522957072
Casa,Casa en venta en Cedritos,3,3,185,Cedritos,Usaquén,$ 850.000.000,$,850000000,850.0,4.594594594594595,5.027419586695463
Casa,Casa en venta en Cedritos,3,3,226,Cedritos,Usaquén,$ 980.000.000,$,980000000,980.0,4.336283185840708,5.027419586695463
Apartamento,Apartamento en venta en Pasadena ,3,2,80,Pasadena ,,$ 480.000.000,$,480000000,480.0,6.0,5.244227353463588
Apartamento,Apartamento en venta en Santa Barbara,2,3,91,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 840.000.000,$,840000000,840.0,9.23076923076923,5.852628361947598
Casa,Casa en venta en Fontibón,3,2,98,Fontibón,Fontibón,$ 410.000.000,$,410000000,410.0,4.183673469387755,3.723021313477524
Apartamento,Apartamento en venta en Cedritos,3,2,94,Cedritos,Usaquén,$ 520.000.000,$,520000000,520.0,5.531914893617022,5.027419586695463
Apartamento,Apartamento en venta en Fontibón,3,2,83,Fontibón,Fontibón,$ 390.000.000,$,390000000,390.0,4.698795180722891,3.723021313477524
Apartamento,Apartamento en venta en Teusaquillo,2,3,76,Teusaquillo,Teusaquillo,$ 535.000.000,$,535000000,535.0,7.0394736842105265,3.975204301767717
Apartamento,Apartamento en venta en Teusaquillo,1,1,50,Teusaquillo,Teusaquillo,$ 374.000.000,$,374000000,374.0,7.48,3.975204301767717
Apartamento,Apartamento en venta en Bosa,2,1,42,Bosa,Bosa Central,$ 117.000.000,$,117000000,117.0,2.7857142857142856,2.6778451358697213
Apartamento,Apartamento en venta en Chapinero,1,1,67,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 520.000.000,$,520000000,520.0,7.7611940298507465,4.58018576602501
Apartamento,Apartamento en venta en Santa Barbara,1,2,37,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 274.600.000,$,274600000,274.6,7.421621621621623,5.852628361947598
Apartamento,Apartamento en venta en Teusaquillo,1,1,49,Teusaquillo,Teusaquillo,$ 362.000.000,$,362000000,362.0,7.387755102040816,3.975204301767717
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,98,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 601.000.000,$,601000000,601.0,6.13265306122449,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,41,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 200.000.000,$,200000000,200.0,4.878048780487805,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,2,2,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 183.000.000,$,183000000,183.0,2.6142857142857143,4.572008510026535
Apartamento,Apartamento en venta en Barrios Unidos,2,3,75,Barrios Unidos,Los Andes,$ 260.000.000,$,260000000,260.0,3.466666666666667,2.9599171141243064
Apartamento,Apartamento en venta en Cedritos,2,1,51,Cedritos,Usaquén,$ 230.000.000,$,230000000,230.0,4.509803921568627,5.027419586695463
Apartamento,Apartamento en venta en Chapinero,1,1,26,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 130.000.000,$,130000000,130.0,5.0,4.58018576602501
Casa,Casa en venta en Barrios Unidos,3,2,85,Barrios Unidos,Los Andes,$ 300.000.000,$,300000000,300.0,3.5294117647058822,2.9599171141243064
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,63,Ciudad Salitre,Ciudad Salitre Oriental,$ 495.000.000,$,495000000,495.0,7.857142857142857,7.412638847193035
Casa,Casa en venta en La Estancia,3,2,65,La Estancia,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 170.000.000,$,170000000,170.0,2.6153846153846154,2.606707317073171
Apartamento,Apartamento en venta en Los Rosales,3,3,112,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 650.000.000,$,650000000,650.0,5.803571428571429,8.208857198335645
Apartamento,Apartamento en venta en Suba,3,3,98,Suba,Suba,$ 485.200.000,$,485200000,485.2,4.951020408163266,4.323720522957072
Apartamento,Apartamento en venta en Usaquén,2,3,92,Usaquén,Usaquén,$ 840.000.000,$,840000000,840.0,9.130434782608695,5.65558134903221
Apartamento,Apartamento en venta en Barrios Unidos,3,2,103,Barrios Unidos,Los Andes,$ 520.000.000,$,520000000,520.0,5.048543689320389,2.9599171141243064
Casa,Casa en venta en Suba,4,6,425,Suba,Suba,$ 3.300.000.000,$,3300000000,3300.0,7.764705882352941,4.323720522957072
Casa,Casa en venta en Zona Noroccidental,6,3,208,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 420.000.000,$,420000000,420.0,2.019230769230769,4.572008510026535
Apartamento,Apartamento en venta en Usaquén,3,3,104,Usaquén,Usaquén,$ 699.000.000,$,699000000,699.0,6.721153846153846,5.65558134903221
Apartamento,Apartamento en venta en Suba,3,4,200,Suba,Suba,$ 1.150.000.000,$,1150000000,1150.0,5.75,4.323720522957072
Apartamento,Apartamento en venta en Quinta Paredes,3,2,70,Quinta Paredes,Teusaquillo,$ 480.000.000,$,480000000,480.0,6.857142857142857,5.302461344272642
Casa,Casa en venta en Usaquén,3,2,70,Usaquén,Usaquén,$ 282.000.000,$,282000000,282.0,4.0285714285714285,5.65558134903221
Casa,Casa en venta en Usaquén,3,4,97,Usaquén,Usaquén,$ 450.000.000,$,450000000,450.0,4.639175257731959,5.65558134903221
Casa,Casa en venta en Engativa,4,2,72,Engativa,Engativá,$ 365.000.000,$,365000000,365.0,5.069444444444445,2.887769666800428
Apartamento,Apartamento en venta en Cedritos,4,4,143,Cedritos,Usaquén,$ 800.000.000,$,800000000,800.0,5.594405594405594,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,2,2,69,Cedritos,Usaquén,$ 483.000.000,$,483000000,483.0,7.0,5.027419586695463
Apartamento,Apartamento en venta en Colina Campestre,3,3,109,Colina Campestre,Niza,$ 514.990.000,$,514990000,514.99,4.724678899082569,4.776341497750727
Apartamento,Apartamento en venta en Chico Reservado,3,2,88,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 500.000.000,$,500000000,500.0,5.681818181818182,8.104486540013072
Apartamento,Apartamento en venta en Usaquén,2,2,103,Usaquén,Usaquén,$ 850.000.000,$,850000000,850.0,8.25242718446602,5.65558134903221
Apartamento,Apartamento en venta en Suba,2,2,68,Suba,Suba,$ 350.000.000,$,350000000,350.0,5.147058823529412,4.323720522957072
Apartamento,Apartamento en venta en Usaquén,1,1,42,Usaquén,Usaquén,$ 280.000.000,$,280000000,280.0,6.666666666666667,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,5,5,337,Usaquén,Usaquén,$ 3.300.000.000,$,3300000000,3300.0,9.792284866468842,5.65558134903221
Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 340.000.000,$,340000000,340.0,5.3125,3.723021313477524
Apartamento,Apartamento en venta en Usaquén,3,2,102,Usaquén,Usaquén,$ 609.800.000,$,609800000,609.8,5.978431372549019,5.65558134903221
Apartamento,Apartamento en venta en San Patricio,2,2,63,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 346.990.000,$,346990000,346.99,5.507777777777778,6.831854578231803
Apartamento,Apartamento en venta en Mirandela ,3,2,90,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 339.000.000,$,339000000,339.0,3.7666666666666666,3.9920856610800746
Casa,Casa en venta en Kennedy,2,1,43,Kennedy,Kennedy Central,$ 116.000.000,$,116000000,116.0,2.697674418604651,3.382897908271655
Apartamento,Apartamento en venta en Kennedy,3,2,61,Kennedy,Kennedy Central,$ 230.000.000,$,230000000,230.0,3.7704918032786887,3.382897908271655
Casa,Casa en venta en Nueva Autopista,3,3,185,Nueva Autopista,Los Cedros,$ 1.100.000.000,$,1100000000,1100.0,5.945945945945946,5.078665442301806
Apartamento,Apartamento en venta en Cedritos,3,3,106,Cedritos,Usaquén,$ 680.000.000,$,680000000,680.0,6.415094339622642,5.027419586695463
Apartamento,Apartamento en venta en Kennedy,2,1,43,Kennedy,Kennedy Central,$ 133.200.000,$,133200000,133.2,3.097674418604651,3.382897908271655
Apartamento,Apartamento en venta en Zona Noroccidental,4,3,96,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 423.000.000,$,423000000,423.0,4.40625,4.572008510026535
Apartamento,Apartamento en venta en Santa Barbara,2,3,94,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 586.700.000,$,586700000,586.7,6.241489361702128,5.852628361947598
Apartamento,Apartamento en venta en Zona Noroccidental,3,5,166,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.080.000.000,$,1080000000,1080.0,6.506024096385542,4.572008510026535
Apartamento,Apartamento en venta en Chapinero,2,3,152,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 748.900.000,$,748900000,748.9,4.926973684210526,4.58018576602501
Apartamento,Apartamento en venta en Mirandela ,3,2,90,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 339.000.000,$,339000000,339.0,3.7666666666666666,3.9920856610800746
Apartamento,Apartamento en venta en Teusaquillo,7,4,146,Teusaquillo,Teusaquillo,$ 370.000.000,$,370000000,370.0,2.5342465753424657,3.975204301767717
Apartamento,Apartamento en venta en Usaquén,3,2,61,Usaquén,Usaquén,$ 270.000.000,$,270000000,270.0,4.426229508196721,5.65558134903221
Apartamento,Apartamento en venta en Lagos De Cordoba,3,3,77,Lagos De Cordoba,Niza,$ 500.000.000,$,500000000,500.0,6.4935064935064934,6.503820682628629
Apartamento,Apartamento en venta en Usaquén,3,2,67,Usaquén,Usaquén,$ 268.000.000,$,268000000,268.0,4.0,5.65558134903221
Apartamento,Apartamento en venta en El Batán,1,1,47,El Batán,La Alhambra,$ 310.000.000,$,310000000,310.0,6.595744680851064,5.0067874515333095
Apartamento,Apartamento en venta en Suba,1,1,48,Suba,Suba,$ 372.760.000,$,372760000,372.76,7.765833333333333,4.323720522957072
Apartamento,Apartamento en venta en Usaquén,4,4,176,Usaquén,Usaquén,$ 1.150.000.000,$,1150000000,1150.0,6.534090909090909,5.65558134903221
Casa,Casa en venta en Teusaquillo,2,2,245,Teusaquillo,Teusaquillo,$ 1.500.000.000,$,1500000000,1500.0,6.122448979591836,3.975204301767717
Apartamento,Apartamento en venta en Cedritos,2,2,97,Cedritos,Usaquén,$ 486.990.000,$,486990000,486.99,5.020515463917526,5.027419586695463
Casa,Casa en venta en Usaquén,3,2,70,Usaquén,Usaquén,$ 282.000.000,$,282000000,282.0,4.0285714285714285,5.65558134903221
Casa,Casa en venta en Usaquén,3,4,97,Usaquén,Usaquén,$ 450.000.000,$,450000000,450.0,4.639175257731959,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,4,5,224,Usaquén,Usaquén,$ 1.600.000.000,$,1600000000,1600.0,7.142857142857143,5.65558134903221
Apartamento,Apartamento en venta en Suba,3,2,63,Suba,Suba,$ 305.000.000,$,305000000,305.0,4.841269841269841,4.323720522957072
Apartamento,Apartamento en venta en Suba,3,3,160,Suba,Suba,$ 800.000.000,$,800000000,800.0,5.0,4.323720522957072
Apartamento,Apartamento en venta en Suba,1,2,54,Suba,Suba,$ 420.000.000,$,420000000,420.0,7.777777777777778,4.323720522957072
Apartamento,Apartamento en venta en Quinta Paredes,3,2,70,Quinta Paredes,Teusaquillo,$ 480.000.000,$,480000000,480.0,6.857142857142857,5.302461344272642
Apartamento,Apartamento en venta en La Macarena,1,1,37,La Macarena,La Macarena,$ 250.000.000,$,250000000,250.0,6.756756756756757,6.756756756756757
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 315.000.000,$,315000000,315.0,4.5,4.572008510026535
Apartamento,Apartamento en venta en Bosa,2,1,41,Bosa,Bosa Central,$ 120.000.000,$,120000000,120.0,2.926829268292683,2.6778451358697213
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,68,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 290.000.000,$,290000000,290.0,4.264705882352941,4.572008510026535
Casa,Casa en venta en Engativa,4,2,72,Engativa,Engativá,$ 365.000.000,$,365000000,365.0,5.069444444444445,2.887769666800428
Apartamento,Apartamento en venta en Cedritos,4,4,143,Cedritos,Usaquén,$ 800.000.000,$,800000000,800.0,5.594405594405594,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,2,2,69,Cedritos,Usaquén,$ 483.000.000,$,483000000,483.0,7.0,5.027419586695463
Apartamento,Apartamento en venta en Chico Reservado,3,2,88,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 500.000.000,$,500000000,500.0,5.681818181818182,8.104486540013072
Apartamento,Apartamento en venta en San Patricio,2,2,63,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 346.990.000,$,346990000,346.99,5.507777777777778,6.831854578231803
Apartamento,Apartamento en venta en Mirandela ,3,2,90,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 339.000.000,$,339000000,339.0,3.7666666666666666,3.9920856610800746
Apartamento,Apartamento en venta en Usaquén,3,2,102,Usaquén,Usaquén,$ 609.800.000,$,609800000,609.8,5.978431372549019,5.65558134903221
Apartamento,Apartamento en venta en Colina Campestre,3,3,109,Colina Campestre,Niza,$ 514.990.000,$,514990000,514.99,4.724678899082569,4.776341497750727
Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 340.000.000,$,340000000,340.0,5.3125,3.723021313477524
Apartamento,Apartamento en venta en Kennedy,2,1,43,Kennedy,Kennedy Central,$ 133.200.000,$,133200000,133.2,3.097674418604651,3.382897908271655
Apartamento,Apartamento en venta en Cedritos,3,3,106,Cedritos,Usaquén,$ 680.000.000,$,680000000,680.0,6.415094339622642,5.027419586695463
Apartamento,Apartamento en venta en Mirandela ,3,2,90,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 339.000.000,$,339000000,339.0,3.7666666666666666,3.9920856610800746
Casa,Casa en venta en Nueva Autopista,3,3,185,Nueva Autopista,Los Cedros,$ 1.100.000.000,$,1100000000,1100.0,5.945945945945946,5.078665442301806
Apartamento,Apartamento en venta en Usaquén,5,5,337,Usaquén,Usaquén,$ 3.300.000.000,$,3300000000,3300.0,9.792284866468842,5.65558134903221
Apartamento,Apartamento en venta en El Batán,2,2,91,El Batán,La Alhambra,$ 445.000.000,$,445000000,445.0,4.8901098901098905,5.0067874515333095
Casa,Casa en venta en Tintala,4,2,65,Tintala,Tintala,$ 190.000.000,$,190000000,190.0,2.923076923076923,3.7991992442958873
Apartamento,Apartamento en venta en Zona Noroccidental,1,2,51,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 210.000.000,$,210000000,210.0,4.117647058823529,4.572008510026535
Apartamento,Apartamento en venta en Cedritos,3,2,110,Cedritos,Usaquén,$ 510.000.000,$,510000000,510.0,4.636363636363637,5.027419586695463
Apartamento,Apartamento en venta en Chico Reservado,1,2,49,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 477.000.000,$,477000000,477.0,9.73469387755102,8.104486540013072
Apartamento,Apartamento en venta en Chapinero,1,1,46,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 290.000.000,$,290000000,290.0,6.304347826086956,4.58018576602501
Apartamento,Apartamento en venta en Mazuren,3,3,83,Mazuren,El Prado,$ 406.000.000,$,406000000,406.0,4.891566265060241,3.8513890438469263
Apartamento,Apartamento en venta en Usaquén,3,2,67,Usaquén,Usaquén,$ 267.990.000,$,267990000,267.99,3.999850746268657,5.65558134903221
Apartamento,Apartamento en venta en Zona Noroccidental,4,3,96,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 423.000.000,$,423000000,423.0,4.40625,4.572008510026535
Apartamento,Apartamento en venta en Fontibón,3,2,65,Fontibón,Fontibón,$ 296.000.000,$,296000000,296.0,4.553846153846154,3.723021313477524
Apartamento,Apartamento en venta en Usaquén,3,2,67,Usaquén,Usaquén,$ 268.000.000,$,268000000,268.0,4.0,5.65558134903221
Apartamento,Apartamento en venta en El Batán,3,1,50,El Batán,La Alhambra,$ 165.000.000,$,165000000,165.0,3.3,5.0067874515333095
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,77,Ciudad Salitre,Ciudad Salitre Oriental,$ 500.000.000,$,500000000,500.0,6.4935064935064934,7.412638847193035
Apartamento,Apartamento en venta en Chapinero Central,1,1,32,Chapinero Central,Localidad Chapinero resto,$ 255.000.000,$,255000000,255.0,7.96875,6.360286919831224
Apartamento,Apartamento en venta en Kennedy,3,1,41,Kennedy,Kennedy Central,$ 142.000.000,$,142000000,142.0,3.4634146341463414,3.382897908271655
Apartamento,Apartamento en venta en Suba,3,2,80,Suba,Suba,$ 365.000.000,$,365000000,365.0,4.5625,4.323720522957072
Casa,Casa en venta en Tintala,2,1,54,Tintala,Tintala,$ 167.000.000,$,167000000,167.0,3.0925925925925926,3.7991992442958873
Apartamento,Apartamento en venta en Usaquén,2,2,77,Usaquén,Usaquén,$ 375.000.000,$,375000000,375.0,4.87012987012987,5.65558134903221
Apartamento,Apartamento en venta en Suba,3,2,66,Suba,Suba,$ 287.990.000,$,287990000,287.99,4.363484848484848,4.323720522957072
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,103,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 498.900.000,$,498900000,498.9,4.843689320388349,4.572008510026535
Apartamento,Apartamento en venta en Suba,3,3,118,Suba,Suba,$ 740.000.000,$,740000000,740.0,6.271186440677966,4.323720522957072
Apartamento,Apartamento en venta en Suba,3,2,63,Suba,Suba,$ 270.000.000,$,270000000,270.0,4.285714285714286,4.323720522957072
Apartamento,Apartamento en venta en Suba,3,2,68,Suba,Suba,$ 305.000.000,$,305000000,305.0,4.485294117647059,4.323720522957072
Apartamento,Apartamento en venta en Usaquén,3,3,118,Usaquén,Usaquén,$ 580.000.000,$,580000000,580.0,4.915254237288136,5.65558134903221
Apartamento,Apartamento en venta en Fontibón,3,2,75,Fontibón,Fontibón,$ 327.000.000,$,327000000,327.0,4.36,3.723021313477524
Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 214.830.000,$,214830000,214.83,4.475625,3.723021313477524
